DateTime,AddedIPs,RemovedIPs
1527696101,5,5
1527698213,108,7
1527700024,3,1
1527702009,2,3
1527703936,1,3
1527705856,4,2
1527707771,45,3
1527709718,3,3
1527711613,6,1
1527713530,6,1
1527715453,3,1
1527717370,7,0
1527719289,6,1
1527721311,36,5
1527723171,4,6
1527725062,5,1
1527726980,1,3
1527728906,1,4
1527730821,2,2
1527732745,3,2
1527734679,3,2
1527736579,182,1
1527738502,172,5
1527740421,3,493
1527742355,4,3
1527744266,3,5
1527746190,4,2
1527748133,2,39
1527750093,6,4
1527751951,6,4
1527753878,3,16
1527755789,2,6
1527757706,2,4
1527759622,4,5
1527761556,1,4
1527763493,5,7
1527765384,5,5
1527767304,107,6
1527769244,3,1
1527771163,5,7
1527773061,3,4
1527774984,1,21
1527776897,6,5
1527778901,2,4
1527780785,13,3
1527782664,3,6
1527784622,3,105
1527786535,4,3
1527788460,2,1
1527790495,70,2
1527792306,5,4
1527794177,1,46
1527796134,7,4
1527798016,3,4
1527799954,3,6
1527801873,3,4
1527803794,2,14
1527806004,6,34
1527807871,4,3
1527809820,2,5
1527811711,1,5
1527813628,2,4
1527815558,2,2
1527817495,1,3
1527819389,2,1265
1527821327,1,4
1527823224,148,222
1527825166,378,141
1527827072,3,4
1527829013,405,3
1527830910,16,7
1527832901,5,3
1527834772,1584,108
1527836670,292,4
1527838603,2,6
1527840523,6,1
1527842453,21,5
1527844363,1,3
1527846309,7,2
1527848190,3,1
1527850112,34,5
1527852041,3,4
1527853950,24,121
1527855869,3,1
1527857835,6,5
1527859703,1,51
1527861699,8,1
1527863566,6,4
1527865469,3,7
1527867405,2,4
1527869345,7,4
1527871229,2,1
1527873084,11,3
1527875062,1,3
1527876973,1,68
1527878910,1,4
1527880812,2,1
1527882733,616,8
1527884673,952,3
1527886575,1,6
1527888492,3,2
1527890540,3,2
1527895212,6,9
1527897158,2,0
1527899055,2,0
1527901262,1,2
1527903149,3,0
1527905066,1,2
1527906978,5,0
1527908922,2,135
1527910823,3,311
1527916436,403,286
1527918675,3,14
1527921132,2,1077
1527923314,3,230
1527926023,4,5
1527928514,13,22
1527930856,0,173
1527933071,180,5
1527935213,60,12
1527937869,5,32
1527940230,3,48
1527942641,5,3
1527944966,3,3
1527947206,6,82
1527951389,12,8
1527953716,0,79
1527956404,94,8
1527958694,0,86
1527961193,85,2
1527963556,50,1
1527965964,14,3
1527968418,50,0
1527970736,4,2247
1527972877,6,1
1527974854,44,9
1527977285,16,17
1527981994,0,287
1527984235,308,2
1527986638,7,4
1527991399,16,3
1527993819,4,6
1527996219,7,1
1527998610,4,387
1528001075,31,6
1528003377,7,12
1528005404,21,1
1528007358,120,5
1528009309,508,3
1528011137,476,2
1528013058,457,3
1528014989,522,11
1528016896,398,5
1528018839,409,2
1528020741,388,3
1528022654,279,3
1528024481,6,4
1528026488,3,23
1528028304,5,3
1528030340,18,3
1528032256,14,4
1528034176,148,2
1528036099,16,4
1528038097,15,4
1528039941,16,7
1528041869,722,4
1528043769,198,1
1528045697,14,5
1528047698,16,3
1528049542,23,3
1528051499,12,40
1528053391,7,34
1528055332,30,1
1528057217,12,3
1528059184,3,3
1528061060,5,1
1528063005,7,13
1528064912,5,4
1528066901,28,2
1528068745,1,4
1528070685,0,5
1528072568,3,3
1528074533,4,4
1528076416,12,4
1528078387,5,2
1528080254,2,1
