DateTime,AddedIPs,RemovedIPs
1527553205,14,32
1527553502,256,0
1527557046,25,0
1527558309,0,1
1527560107,10,7
1527563702,6,20
1527567320,3,6
1527571202,4,29
1527572731,0,256
1527574502,21,8
1527575019,256,0
1527575702,1,1
1527578402,15,5
1527579302,1,0
1527582003,1,6
1527582302,0,256
1527585842,3,5
1527588902,5,18
1527593021,22,22
1527594303,1,0
1527596121,3,7
1527598805,1024,17920
1527599702,7,3
1527603307,1,0
1527603602,7,5
1527604501,1280,1279
1527607429,269,278
1527610808,26,2
1527615365,6,6
1527617725,256,256
1527618002,11,2
1527621307,10,4
1527625377,261,262
1527628804,6,3
1527632137,2,31
1527635702,14,2
1527639332,293,270
1527642870,7,19
1527646502,24,4
1527649926,1,0
1527650108,18,22
1527654347,2,6
1527657604,1,5
1527659524,6,0
1527660902,10,9
1527663366,1,0
1527664502,5,30
1527668102,16,3
1527668517,256,256
1527671703,6,7
1527675327,259,276
1527679372,263,291
1527680888,256,256
1527682818,37,10
1527685203,512,35328
1527686111,7,9
1527686646,257,256
1527687902,1,0
1527690160,28,3
1527692102,256,256
1527693302,17,5
1527697323,6,12
1527699302,256,256
1527700508,17,2
1527704402,259,260
1527704844,768,512
1527708007,1,7
1527710403,512,512
1527711845,258,260
1527714845,3,36
1527717002,1024,34816
1527718802,256,256
1527722640,256,0
1527724806,256,256
1527726302,256,256
1527726601,70,5
1527729602,6,3
1527732856,2,7
1527736509,2,41
1527740051,17,13
1527743652,7,17
1527746645,0,1
1527747302,18,7
1527751296,8,2
1527752404,1,0
1527754502,6,8
1527754958,256,256
1527758606,12,5
1527761709,6,5
1527763937,1,0
1527765296,6,4
1527768903,5,8
1527771616,11264,35584
1527772527,13,25
1527776102,20,6
1527780608,0,1
1527781205,6,2
1527783306,3,7
1527783961,1792,1792
1527785401,1,0
1527787804,6,5
1527790807,0,19
1527791223,256,256
1527794102,13,7
1527794645,256,256
1527795008,1,0
1527797701,7,13
1527798002,256,256
1527799802,256,256
1527801308,3,27
1527803402,256,256
1527804901,11,12
1527806727,256,256
1527809407,265,273
1527812167,256,256
1527812402,52,7
1527816007,15,2
1527819844,7,6
1527822902,11,26
1527826520,5,13
1527827527,1,0
1527828602,256,256
1527830131,16,8
1527832804,1,0
1527833730,6,9
1527835802,256,256
1527837774,9,13
1527839401,256,256
1527841804,10,12
1527844803,13,14
1527845102,256,256
1527847802,1,0
1527848643,263,265
1527850564,256,256
1527851738,9,5
1527855362,8,7
1527858248,0,57088
1527859202,9,27
1527859502,1280,1280
1527862919,28,9
1527866118,256,256
1527866135,2,9
1527868502,255,256
1527869767,256,256
1527870002,7,12
1527872702,0,1
1527873843,12,3
1527875764,256,255
1527876933,16,15
1527877688,257,256
1527879612,1,0
1527880504,8,2
1527884587,256,256
1527886202,15,1
1527887702,1,0
1527889205,11266,2055
1527891304,9,9
1527896406,5,4
1527898559,256,512
1527898599,23,10
1527902579,8,8
1527906007,6,9
1527909846,5,45
1527912602,0,0
1527914895,13,10
1527917058,20,22
1527919232,0,942682
1527923779,942720,21
1527925202,0,0
1527926432,0,943000
1527929057,943006,9
1527930004,0,0
1527931215,6,0
1527932419,0,99
1527933632,5,1944638
1527934530,0,13
1527935772,0,0
1527937207,0,4096
1527939004,4112,236
1527942031,31,4407
1527943222,1,938880
1527943802,942690,0
1527945375,2076,12809
1527946204,0,0
1527947534,0,370
1527950401,374,3
1527951854,0,0
1527952902,18,4
1527954251,0,0
1527955208,0,0
1527959054,1538,1289
1527960302,2,3
1527961691,0,0
1527965116,9,4
1527966492,0,0
1527967633,3,25
1527968891,0,0
1527973220,7,4371
1527975371,4383,18
1527982347,269,273
1527983118,1,1
1527984735,0,0
1527985943,24,13
1527990320,27,223
1527991935,203,0
1527993011,6,8
1527994330,0,0
1527995102,0,0
1527999133,5,34
1528002302,11,23
1528004176,279,264
1528007403,9,4
1528008311,1,0
1528010118,7,6
1528014251,8,4
1528015802,256,256
1528016702,0,1
1528017603,9,24
1528020902,7,11
1528024502,13,11
1528028102,11,7
1528030805,1024,1280
1528031702,12,12
1528035304,15,12
1528038724,1,0
