DateTime,Entries,UniqueIPs
1527554668,99,99
1527558524,99,99
1527560473,99,99
1527562411,100,100
1527564322,102,102
1527568147,103,103
1527570101,104,104
1527573919,100,100
1527575816,100,100
1527577741,101,101
1527579662,100,100
1527581547,101,101
1527583521,100,100
1527585396,99,99
1527587337,101,101
1527589239,100,100
1527591178,99,99
1527593067,97,97
1527595009,98,98
1527598930,99,99
1527600750,101,101
1527604583,99,99
1527606549,97,97
1527608437,84,84
1527610413,82,82
1527613161,80,80
1527615149,78,78
1527617068,81,81
1527622821,81,81
1527624745,82,82
1527626683,79,79
1527628581,79,79
1527630516,80,80
1527632437,82,82
1527634340,85,85
1527636262,85,85
1527638199,86,86
1527640099,82,82
1527642107,82,82
1527643939,82,82
1527645966,85,85
1527647798,83,83
1527651618,83,83
1527655482,83,83
1527657380,84,84
1527659299,82,82
1527661225,82,82
1527663142,80,80
1527665084,81,81
1527666976,82,82
1527668899,80,80
1527672757,80,80
1527674690,79,79
1527676590,81,81
1527680595,80,80
1527682582,80,80
1527684497,79,79
1527686423,78,78
1527692197,77,77
1527694103,76,76
1527696111,74,74
1527698222,72,72
1527702019,73,73
1527703946,71,71
1527705867,73,73
1527707783,71,71
1527709729,69,69
1527711625,68,68
1527713542,68,68
1527715466,70,70
1527717384,69,69
1527719302,69,69
1527721325,71,71
1527723185,75,75
1527725076,73,73
1527726994,71,71
1527728919,74,74
1527730834,72,72
1527732758,71,71
1527738515,72,72
1527740435,70,70
1527742368,74,74
1527744279,75,75
1527746203,78,78
1527748151,77,77
1527750107,77,77
1527755803,78,78
1527759636,77,77
1527761571,78,78
1527763508,77,77
1527765398,76,76
1527769260,74,74
1527773074,73,73
1527774997,74,74
1527778916,75,75
1527780798,74,74
1527784637,75,75
1527788473,74,74
1527790509,73,73
1527792320,73,73
1527794190,74,74
1527796147,74,74
1527798030,73,73
1527799966,75,75
1527803805,74,74
1527806015,73,73
1527807882,69,69
1527809831,67,67
1527811722,68,68
1527813640,69,69
1527815569,71,71
1527817509,73,73
1527819401,74,74
1527821338,75,75
1527825177,73,73
1527829024,69,69
1527830920,69,69
1527832912,68,68
1527836682,67,67
1527840534,67,67
1527842464,65,65
1527844375,65,65
1527846322,69,69
1527848200,68,68
1527850122,67,67
1527853960,68,68
1527857845,70,70
1527861710,70,70
1527865480,72,72
1527871240,72,72
1527873098,73,73
1527875074,74,74
1527876985,73,73
1527878922,75,75
1527880824,76,76
1527884684,76,76
1527886587,75,75
1527888503,74,74
1527890554,79,79
1527894183,77,77
1527896176,75,75
1527898407,76,76
1527900314,77,77
1527902251,81,81
1527904154,80,80
1527906084,78,78
1527907999,76,76
1527914428,81,81
1527916452,84,84
1527918693,84,84
1527921151,85,85
1527923342,85,85
1527923342,85,85
1527926041,87,87
1527928532,90,90
1527933087,89,89
1527933087,89,89
1527935229,89,89
1527935229,89,89
1527937885,90,90
1527937885,90,90
1527940247,90,90
1527940247,90,90
1527942658,90,90
1527942658,90,90
1527944982,87,87
1527944982,87,87
1527949083,89,89
1527949083,89,89
1527951406,87,87
1527951406,87,87
1527953736,90,90
1527953736,90,90
1527956422,91,91
1527956422,91,91
1527961210,94,94
1527961210,94,94
1527963578,96,96
1527963578,96,96
1527965981,94,94
1527965981,94,94
1527968434,94,94
1527968434,94,94
1527984251,91,91
1527984251,91,91
1527986655,89,89
1527991414,90,90
1527991414,90,90
1527993835,92,92
1527993835,92,92
1527996236,93,93
1527996236,93,93
1527998627,92,92
1528005417,88,88
1528007372,87,87
1528011151,88,88
1528013069,87,87
1528016908,87,87
1528024492,88,88
1528026498,88,88
1528028316,89,89
1528030350,88,88
1528032268,91,91
1528034187,95,95
1528036111,99,99
1528038107,97,97
1528039952,98,98
1528041878,97,97
1528043779,95,95
1528045707,93,93
1528047708,92,92
1528053402,93,93
1528055345,90,90
1528057229,91,91
1528061071,92,92
1528063016,95,95
1528064924,94,94
1528066915,92,92
1528068757,92,92
1528070697,92,92
1528072580,93,93
1528074544,94,94
1528076427,90,90
1528078398,91,91
1528080265,91,91
1528082241,90,90
1528084117,94,94
1528086059,93,93
1528087951,94,94
1528091779,95,95
1528097595,98,98
1528099472,97,97
1528101452,99,99
1528103307,102,102
1528105273,103,103
1528107156,103,103
1528109100,103,103
1528110989,106,106
1528112928,104,104
1528114841,104,104
1528116792,103,103
1528118685,100,100
1528120551,98,98
1528122514,93,93
1528124509,95,95
1528126349,95,95
1528132144,96,96
1528134056,95,95
1528135962,100,100
1528137877,101,101
1528139814,101,101
1528141719,103,103
1528143643,108,108
1528145574,109,109
1528147486,107,107
1528149395,105,105
1528151340,101,101
1528153322,101,101
1528155154,101,101
1528157074,100,100
1528159007,99,99
1528160915,103,103
1528162828,105,105
1528164758,107,107
1528166678,107,107
1528168593,108,108
1528170546,106,106
1528172441,106,106
1528174352,105,105
1528178191,104,104
