DateTime,Entries,UniqueIPs
1527748139,3437,3437
1527750098,3392,3392
1527751956,3331,3331
1527753883,3318,3318
1527755794,3288,3288
1527757711,3264,3264
1527759627,3242,3242
1527761561,3254,3254
1527763498,3242,3242
1527765389,3220,3220
1527767309,3208,3208
1527769250,3218,3218
1527771167,3222,3222
1527773065,3238,3238
1527774988,3256,3256
1527776901,3250,3250
1527778908,3275,3275
1527780790,3260,3260
1527782668,3274,3274
1527784628,3417,3417
1527786541,3593,3593
1527788465,3678,3678
1527790500,3679,3679
1527792312,3687,3687
1527794182,3633,3633
1527796139,3629,3629
1527798022,3632,3632
1527799959,3632,3632
1527801877,3563,3563
1527803798,3443,3443
1527806008,3529,3529
1527807875,3512,3512
1527809824,3491,3491
1527811715,3468,3468
1527813632,3266,3266
1527815563,3241,3241
1527817502,3245,3245
1527819394,3264,3264
1527821332,3268,3268
1527823229,3305,3305
1527825171,3319,3319
1527827076,3339,3339
1527829017,3344,3344
1527830913,3350,3350
1527832905,3358,3358
1527834776,3338,3338
1527836674,3366,3366
1527838607,3383,3383
1527840527,3370,3370
1527842457,3344,3344
1527844368,3555,3555
1527846315,3580,3580
1527848194,3570,3570
1527850116,3565,3565
1527852045,3558,3558
1527853954,3576,3576
1527855873,3547,3547
1527857839,3545,3545
1527859707,3542,3542
1527861703,3509,3509
1527863570,3565,3565
1527865473,3716,3716
1527867410,3887,3887
1527869350,3963,3963
1527871234,3849,3849
1527873090,3733,3733
1527875067,3595,3595
1527876977,3465,3465
1527878915,3410,3410
1527880816,3409,3409
1527882737,3389,3389
1527884677,3378,3378
1527886579,3362,3362
1527888496,3365,3365
1527890546,3272,3272
1527895216,3170,3170
1527897162,3180,3180
1527899059,3183,3183
1527901302,3173,3173
1527903153,3171,3171
1527905071,3156,3156
1527906983,3139,3139
1527908927,3115,3115
1527910827,3120,3120
1527914416,2846,2846
1527916442,3107,3107
1527918682,3116,3116
1527921139,3074,3074
1527923325,3037,3037
1527926030,2848,2848
1527926030,2848,2848
1527928521,2562,2562
1527928521,2562,2562
1527930864,2561,2561
1527933077,2783,2783
1527933077,2783,2783
1527935219,2769,2769
1527935219,2769,2769
1527937876,2743,2743
1527937876,2743,2743
1527940237,2726,2726
1527942648,2711,2711
1527942648,2711,2711
1527944972,2890,2890
1527944972,2890,2890
1527947214,2858,2858
1527949071,2839,2839
1527951395,2621,2621
1527951395,2621,2621
1527953724,3732,3732
1527953724,3732,3732
1527956411,3519,3519
1527958700,3379,3379
1527961200,3131,3131
1527961200,3131,3131
1527963565,2849,2849
1527965970,3164,3164
1527965970,3164,3164
1527968424,3181,3181
1527968424,3181,3181
1527970744,3198,3198
1527970744,3198,3198
1527972885,3226,3226
1527974861,3221,3221
1527977291,3225,3225
1527981999,2847,2847
1527984241,3223,3223
1527984241,3223,3223
1527986646,3229,3229
1527986646,3229,3229
1527988975,3130,3130
1527991405,3222,3222
1527991405,3222,3222
1527993826,3244,3244
1527993826,3244,3244
1527996225,3274,3274
1527996225,3274,3274
1527998617,3251,3251
1527998617,3251,3251
1528001083,3130,3130
1528003383,2846,2846
1528005410,3201,3201
1528007364,3221,3221
1528009328,3229,3229
1528011142,3230,3230
1528013062,3197,3197
1528014994,3177,3177
1528016901,3180,3180
1528018843,3169,3169
1528020745,3167,3167
1528022658,3150,3150
1528024485,3142,3142
1528026492,3234,3234
1528028308,3257,3257
1528030344,3226,3226
1528032260,3146,3146
1528034180,3164,3164
1528036103,3145,3145
1528038101,3169,3169
1528039945,1809,1809
1528041872,1808,1808
1528043773,1799,1799
1528045701,1783,1783
1528047703,1777,1777
1528049546,1748,1748
1528051504,1742,1742
1528053395,1717,1717
1528055336,1708,1708
1528057223,1782,1782
1528059189,1873,1873
1528061065,2030,2030
1528063010,2297,2297
1528064917,2329,2329
1528066909,2378,2378
1528068750,2375,2375
1528070690,2368,2368
1528072573,2372,2372
1528074537,2380,2380
1528076420,2378,2378
1528078391,2367,2367
1528080259,2344,2344
1528082235,2307,2307
1528084111,2319,2319
1528086052,2322,2322
1528087944,2312,2312
1528089899,2383,2383
1528091772,2618,2618
1528093725,2597,2597
1528095703,2597,2597
1528097581,2803,2803
1528099465,2888,2888
1528101444,2901,2901
1528103299,2898,2898
1528105265,2874,2874
1528107150,2865,2865
1528109093,2869,2869
1528110982,2887,2887
1528112921,2827,2827
1528114834,2798,2798
1528116784,2796,2796
1528118677,2757,2757
1528120543,2749,2749
1528122504,2764,2764
1528124501,2726,2726
1528126340,2700,2700
1528128331,2694,2694
1528130188,2690,2690
1528132135,2686,2686
1528134047,2682,2682
1528135954,2683,2683
1528137869,2691,2691
1528139806,2702,2702
1528141711,2710,2710
1528143634,2609,2609
1528145566,2479,2479
1528147478,2423,2423
1528149387,2376,2376
1528151329,2328,2328
1528153314,2198,2198
1528155146,2209,2209
1528157066,2208,2208
1528158999,2196,2196
1528160908,2187,2187
1528162820,2196,2196
1528164750,2198,2198
1528166671,2204,2204
1528168586,2207,2207
1528170538,2187,2187
1528172432,2191,2191
1528174346,2200,2200
1528176281,2193,2193
1528178183,2186,2186
1528180406,2182,2182
1528182269,2180,2180
1528184180,2178,2178
1528186104,2176,2176
1528188020,2252,2252
1528189942,2409,2409
1528191868,2550,2550
1528193780,2745,2745
1528195698,2926,2926
1528197628,3052,3052
1528199545,3068,3068
1528201457,3087,3087
1528203382,3070,3070
1528205305,3067,3067
1528207303,3070,3070
1528209148,3050,3050
1528211077,3051,3051
1528213498,3069,3069
1528215403,3086,3086
1528217311,3090,3090
1528219217,3094,3094
1528221162,3121,3121
1528223061,3158,3158
1528225002,3193,3193
1528226893,3188,3188
1528229014,3195,3195
1528230975,3203,3203
1528232910,3189,3189
1528234818,3122,3122
1528236748,2438,2438
1528238658,2435,2435
1528240576,2425,2425
1528242501,2412,2412
1528244426,2409,2409
1528246337,2416,2416
1528248270,2420,2420
1528250185,2416,2416
1528252094,2409,2409
1528254108,2409,2409
1528256033,2406,2406
1528257866,2406,2406
1528259789,2407,2407
1528261695,2411,2411
1528263619,2400,2400
1528265563,2393,2393
1528267774,2389,2389
1528269624,2400,2400
1528271561,2383,2383
1528273468,2377,2377
1528275392,2232,2232
1528277308,2123,2123
1528279297,1958,1958
1528281157,1927,1927
1528283078,1816,1816
1528284998,1780,1780
1528286923,1767,1767
1528288825,1754,1754
1528290760,1736,1736
1528292684,1741,1741
1528294582,1752,1752
1528296504,1753,1753
1528298429,1750,1750
1528300340,1733,1733
1528302277,1733,1733
1528304179,1787,1787
1528306276,1783,1783
1528308293,1701,1701
1528311714,1459,1459
1528313590,1385,1385
1528320501,1544,1544
1528324424,1569,1569
1528326784,1575,1575
1528331820,1630,1630
1528335441,1706,1706
1528337314,1759,1759
1528339238,1783,1783
1528341177,1787,1787
1528343185,1801,1801
1528345006,1817,1817
1528346907,1819,1819
1528348820,1832,1832
1528350765,1829,1829
1528352974,1838,1838
1528354904,1834,1834
1528356747,1822,1822
1528358671,1834,1834
1528360577,1857,1857
1528362502,1850,1850
1528364424,1851,1851
1528366340,1848,1848
1528368261,1839,1839
1528370184,1848,1848
1528372096,1861,1861
1528374029,1875,1875
1528375963,1890,1890
1528377855,1880,1880
1528379778,1866,1866
1528381638,1854,1854
1528383697,1873,1873
1528385560,1882,1882
1528387467,1894,1894
1528389388,1886,1886
1528391321,1844,1844
1528393226,1831,1831
1528395157,1817,1817
1528397074,1804,1804
1528398981,1798,1798
1528400922,1768,1768
1528402824,1718,1718
1528404742,1858,1858
1528406683,1971,1971
1528408585,2144,2144
1528411112,2387,2387
1528413138,2623,2623
1528415084,2842,2842
1528416993,3017,3017
1528418897,3202,3202
1528420830,3386,3386
1528422758,3600,3600
1528424667,3577,3577
1528426634,3558,3558
1528428506,3553,3553
1528430510,3550,3550
1528432343,3549,3549
1528434259,3543,3543
1528436072,3543,3543
1528438096,3544,3544
1528440021,3554,3554
1528441958,3558,3558
1528443858,3559,3559
1528445773,3558,3558
1528447708,3564,3564
1528449618,3559,3559
1528451453,3553,3553
1528453460,3568,3568
1528455368,3567,3567
1528457297,3561,3561
1528459288,3564,3564
1528461140,3536,3536
1528463061,3540,3540
1528465159,3558,3558
1528467060,3584,3584
